@relation ProteinFoldsPFRESFeatSelect

@attribute pcvA numeric
@attribute pcvR numeric
@attribute pcvN numeric
@attribute pcvD numeric
@attribute pcvC numeric
@attribute pcvQ numeric
@attribute pcvE numeric
@attribute pcvG numeric
@attribute pcvH numeric
@attribute pcvI numeric
@attribute pcvL numeric
@attribute pcvK numeric
@attribute pcvM numeric
@attribute pcvF numeric
@attribute pcvP numeric
@attribute pcvS numeric
@attribute pcvT numeric
@attribute pcvW numeric
@attribute pcvY numeric
@attribute pcvV numeric
@attribute sscC numeric
@attribute sscE numeric
@attribute sscH numeric
@attribute dssE numeric
@attribute dssH numeric
@attribute adssCEE numeric
@attribute adssCHH numeric
@attribute adssECE numeric
@attribute adssECH numeric
@attribute adssEEC numeric
@attribute adssEEE numeric
@attribute adssEHE numeric
@attribute adssHCE numeric
@attribute adssHCH numeric
@attribute adssHEC numeric
@attribute length numeric
@attribute class {a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,-}

@data
0.1722,0.8344,0.5629,0.8411,0.6026,0.3974,0.7285,0.2185,0.5695,0.3377,0.5894,0.7682,0.5497,0.5099,0.5762,0.3907,0.2185,0.4901,0.3245,0.3046,0.4636,0.0132,0.5232,0,6,0,0,0,0,0,0,0,0,2,0,1.51,f
0.3289,0.7105,0.2895,0.6842,0.0263,0.5789,0.8289,0.6316,0.2763,0.9737,0.5263,0.7368,0.3684,0.2763,0.1447,0.3026,0.2632,0.0132,0.2632,1.1316,0.4737,0.5263,0,5,0,2,0,1,0,1,1,0,0,0,0,0.76,l
0.6129,0.5323,0.3871,0.8306,0.1129,0.5726,0.9597,0.4274,0.2097,1.0968,0.7258,0.8548,1.121,0.3952,0.4032,0.25,0.3952,0.0806,0.3226,0.8065,0.4194,0.1613,0.4194,4,5,0,0,0,1,0,0,2,1,1,1,1.24,r
0.5096,0.6306,0.4076,0.3376,0.1146,0.4586,0.2675,0.4522,0.2038,0.4076,0.414,0.3885,0.4204,0.3121,0.4331,0.7006,0.7325,0.1975,0.3057,0.4841,0.5287,0.4395,0.0318,7,0,2,0,4,0,2,0,0,0,0,0,1.57,i
0.44,0.78,0.5333,0.6067,0.1667,0.5733,0.8667,0.5467,0.28,0.52,0.56,0.9867,0.2267,0.4333,0.5,0.2467,0.4867,0.2933,0.8267,0.6733,0.44,0.3067,0.2533,6,3,1,0,1,1,1,1,1,0,0,1,1.5,l
0.2853,0.4737,0.5319,0.5125,0.385,0.554,0.4709,0.6288,0.2548,0.4626,0.4931,0.482,0.5014,0.4183,0.8975,0.4044,0.5706,0.2715,0.5125,0.5706,0.6233,0.313,0.0637,13,2,4,0,4,2,4,1,0,1,0,0,3.61,i
0.3529,0.3309,0.3676,0.5735,0.3824,0.4118,0.5735,0.5662,0.6618,0.5221,0.4412,0.5368,0.4485,0.3456,0.2279,0.5074,0.9118,0.3015,0.3824,0.8088,0.4191,0.5588,0.0221,9,0,2,0,1,0,1,5,0,0,0,0,1.36,g
0.6303,0.7227,0.437,0.8992,0.2521,0.7059,0.7815,0.3277,0.1765,0.6723,0.6723,0.4538,0.5882,0.4454,0.4118,0.6218,0.3697,0.1092,0.5882,0.5042,0.4202,0,0.5798,0,4,0,1,0,0,0,0,0,0,2,0,1.19,t
0.5126,0.4308,0.5252,0.5881,0.2233,0.3931,0.3428,0.761,0.4717,0.5031,0.5692,0.3145,0.3774,0.478,0.5881,0.4811,0.4214,0.6447,0.5597,0.5346,0.5409,0.0912,0.3679,4,10,0,1,0,3,0,0,0,2,4,1,3.18,w
0.2781,0.6627,0.6154,1.142,0.2485,0.6746,0.9763,0.4201,0.3491,0.7574,0.7515,0.6923,0.7692,0.8935,0.2604,0.5089,0.3254,0.0118,0.3195,0.568,0.4556,0.0178,0.5266,0,7,0,1,0,0,0,0,0,0,4,0,1.69,f
0.5455,0.369,0.3209,0.4599,0.2353,0.4652,0.5561,0.7166,0.3155,0.4492,0.3957,0.3636,0.3797,0.3529,0.3155,0.3636,0.5348,0.1444,0.3904,0.4011,0.4813,0.3102,0.2086,5,3,0,0,1,0,1,0,0,0,1,0,1.87,q
0.5156,0.5312,0.4375,0.6094,0.2422,0.3594,0.6875,0.7891,0.3828,0.7188,0.5469,0.6094,0.3281,0.3828,0.1094,0.3438,0.4453,0.0938,0.3359,0.7578,0.4766,0.3516,0.1719,7,2,0,0,0,1,0,3,1,0,0,1,1.28,q
0.5368,0.3768,0.6213,0.6085,0.1379,0.5055,0.3879,0.7371,0.3621,0.5257,0.5312,0.2849,0.4412,0.6985,0.7978,0.546,0.5018,0.5404,0.6599,0.5496,0.6176,0.0901,0.2923,6,14,0,3,1,5,0,0,0,3,5,1,5.44,w
0.5641,0.9872,0.359,0.7564,0.141,0.7179,0.9615,0.3718,0.0385,0.7821,0.5385,0.9744,0.6026,0.2179,0.5256,0.2179,0.1154,0.0256,0.3077,0.6667,0.4487,0.2692,0.2821,3,2,1,0,0,0,0,0,0,1,0,0,0.78,y
0.5152,0.4949,0.6667,0.5556,0.1818,0.2727,0.4343,0.4646,0.2525,0.6869,0.4646,0.4141,0.5152,0.2929,0.2828,0.6364,0.4848,0.3232,0.3939,0.6667,0.3939,0.3131,0.2929,4,2,0,0,2,1,0,0,0,0,0,2,0.99,l
0.4898,0.6735,0.2857,0.7041,0.5,0.6327,1.1939,0.5102,0.449,0.602,0.5918,0.8469,0.2959,0.398,0.4694,0.398,0.8367,0.0102,0.2653,0.9694,0.4796,0.5204,0,6,0,2,0,1,0,1,2,0,0,0,0,0.98,g
0.8671,0.897,0.2392,0.6412,0.2458,0.6944,0.6213,0.598,0.5349,0.6478,0.7442,0.2093,0.4651,0.3289,0.7442,0.485,0.505,0.2558,0.3355,0.7774,0.4518,0.1561,0.392,4,9,0,0,0,2,0,0,1,0,3,1,3.01,x
0.427,0.5073,0.562,0.5,0.281,0.3431,0.3139,0.4526,0.4051,0.3613,0.4124,0.3577,0.2847,0.6934,0.8905,0.5803,0.7007,0.354,0.6204,0.5073,0.6898,0.3102,0,7,0,0,0,4,0,0,0,0,0,0,0,2.74,i
0.44,0.59,0.3,0.6,0.46,0.75,1.08,0.48,0.5,0.61,0.38,0.65,0.18,0.46,0.8,0.62,0.82,0.17,0.36,0.77,0.43,0.57,0,6,0,3,0,2,0,2,0,0,0,0,0,1,g
0.736,0.348,0.508,0.552,0.328,0.504,0.688,0.62,0.232,0.768,0.46,0.704,0.196,0.392,0.392,0.508,0.404,0.336,0.284,0.856,0.508,0.116,0.376,2,6,0,0,0,0,0,0,0,1,1,0,2.5,p
0.2857,0.7714,0.2857,0.3714,1.7143,0.3714,0.2857,0.6857,0.1429,0.4286,0.2571,0.7714,0.1714,0.1714,0.2286,0.4286,0.4,0.1143,0.4,0.4571,0.5429,0.0571,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0.35,-
0.2059,0.8824,0.4706,0.2647,2.3235,0.5294,0.2647,0.5294,0.2941,0.2353,0.1176,0.9412,0.2059,0.1765,0.5588,0.3824,0.4118,0.0588,0.5,0.1471,0.6471,0.0882,0.2647,0,0,0,0,0,0,0,0,0,0,0,0,0.34,-
0.7476,0.489,0.3691,0.6341,0.164,0.653,0.7508,0.429,0.2303,0.6467,0.6341,0.6498,0.3849,0.3849,0.3533,0.4322,0.4416,0.1735,0.3975,0.5079,0.3975,0.0757,0.5268,2,12,0,3,0,1,0,0,0,2,4,0,3.17,p
0.4569,0.6724,0.4138,0.9569,0.2328,0.3966,0.6034,0.569,0.7586,0.9655,0.6466,0.5,0.3448,0.5862,0.6638,0.4138,0.3017,0.3017,0.3793,0.8879,0.569,0.3966,0.0345,5,0,1,0,3,0,1,0,0,0,0,0,1.16,k
0.4,0.7765,0.3412,0.5765,0.4,0.4235,0.7059,0.5294,0.3882,0.4235,0.3647,0.6353,0.4824,0.6824,0.4824,0.4471,0.5529,0.2353,0.3765,0.7176,0.5176,0.2706,0.2118,2,2,0,0,1,0,0,0,0,0,0,1,0.85,z
0.3086,0.5432,0.3086,0.8148,0.2469,0.358,0.7901,0.6049,0.7778,0.7531,0.2593,1.0741,0.2469,0.6543,0.1975,0.2346,0.4815,0.0247,0.4815,0.8395,0.3951,0.3827,0.2222,4,2,0,0,1,1,0,0,1,0,0,1,0.81,z
0.5464,0.6186,0.732,0.5464,0.1237,0.567,0.5361,0.268,0.4021,0.8144,0.6082,1.0309,0.6392,0.6598,0.5155,0.4742,0.4021,0.1134,0.4948,0.6598,0.4845,0.2268,0.2887,3,2,0,0,1,0,0,0,0,1,0,1,0.97,z
0.5254,0.6102,0.4746,0.6356,0.2373,0.4492,0.7288,0.5593,0.6356,0.7119,0.4831,0.5254,0.4407,0.4068,0.8051,0.6102,0.4576,0.2797,0.5932,0.822,0.6441,0.1186,0.2373,0,2,0,0,0,0,0,0,0,0,1,0,1.18,z
0.4157,0.5843,0.5506,0.3483,0.4045,0.6404,0.6742,0.6404,0.4494,0.6854,0.3933,0.4944,0.2921,0.5056,0.6966,0.7528,0.8427,0.2247,0.3258,0.6966,0.3933,0.6067,0,8,0,2,0,2,0,2,2,0,0,0,0,0.89,g
0.3636,0.7,0.4727,0.5,0.2455,0.6,0.7545,0.4909,0.5727,0.3364,0.6364,0.4273,0.2545,0.4455,1.0455,0.6455,0.7818,0.3545,0.3182,0.6,0.5273,0.4727,0,6,0,1,0,3,0,1,1,0,0,0,0,1.1,g
0.3178,0.3271,0.2336,0.3084,0.1869,0.7103,0.271,0.5607,0.1215,0.4766,0.4673,0.3645,0.1963,0.4579,0.4486,1.0654,0.7664,0.3084,0.5981,0.3458,0.5794,0.4206,0,6,0,0,0,5,0,0,0,0,0,0,0,1.07,g
0.3169,0.5775,0.3169,0.3592,0.6056,0.3732,0.3944,0.7042,0.2394,0.4577,0.5423,0.3873,0.4437,0.4507,0.8732,0.4507,0.4366,0.3662,0.4577,0.493,0.5352,0.1549,0.3099,3,3,0,0,0,1,0,0,0,3,0,0,1.42,z
0.5323,0.4516,0.3226,0.2581,0.129,0.4677,0.4839,0.6613,0.2419,0.5484,0.371,0.4194,0.3065,0.3548,0.4516,0.5,0.3548,0.4839,0.5161,0.5645,0.5806,0.4194,0,3,0,0,0,2,0,0,0,0,0,0,0,0.62,k
0.9167,0.4667,0.15,1.2833,1.1833,0.4333,1.25,0.4167,0.35,0.7333,0.3167,0.25,0.4,0.1833,0.5833,0.2167,0.1833,0.2833,0.1667,1.0333,0.4,0.2833,0.3167,2,2,0,0,0,0,0,0,1,0,0,0,0.6,z
0.4694,0.6385,0.4169,0.4985,0.621,0.4402,0.551,0.3353,0.5743,0.5394,0.6764,0.3848,0.6327,0.5481,0.7289,0.4548,0.5452,0.5015,0.5277,0.5102,0.4898,0.0758,0.4344,4,11,0,2,0,2,0,0,0,2,3,0,3.43,t
0.5759,0.5886,0.7405,0.538,0.1266,0.557,0.4241,0.2975,0.2975,0.4557,0.5,0.3354,0.2342,0.6772,0.6139,0.6899,0.6519,0.5633,0.5253,0.5063,0.4367,0.0633,0.5,1,5,0,1,0,0,0,0,0,1,1,0,1.58,d
0.28,0.48,0.68,0.7371,0.36,0.32,0.5371,0.7714,0.2229,0.6,0.4629,0.4914,0.1086,0.5543,0.8229,0.48,0.6343,0.3143,0.4171,0.8114,0.6114,0.3886,0,8,0,2,0,2,0,1,0,0,0,0,0,1.75,m
0.4524,0.2381,0.4286,0.3095,2.3333,0.9048,0.2143,1.5,0.1429,0.0238,0.1667,0.1905,0.0714,0.3095,0.4762,0.5714,0.381,0.6667,0.6429,0.0238,0.9524,0.0476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,-
0.5349,0.2791,0.4651,0.3023,2.3488,0.9302,0.3256,1.3488,0.1163,0.0233,0.1628,0.186,0.0233,0.2791,0.4419,0.7674,0.3488,0.4884,0.5814,0.0465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,-
0.3953,0.186,0.6047,0.4884,2.4419,0.8605,0.1628,1.6047,0.186,0.0465,0.186,0.186,0.0465,0.3023,0.3953,0.6977,0.3721,0.6512,0.4884,0.0465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,-
0.3953,0.2326,0.6279,0.4419,2.3721,1.0233,0.3256,1.6047,0.1163,0,0.1628,0.1628,0.0698,0.2558,0.4419,0.6977,0.3488,0.5814,0.5116,0.0465,0.9535,0.0465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,-
0.4531,0.3242,0.8008,0.6719,0.1953,0.3867,0.4844,0.6172,0.4688,0.5234,0.5508,0.4219,0.2734,0.7891,0.5781,0.5508,0.3945,0.4062,0.9297,0.5156,0.5586,0.168,0.2734,5,6,0,1,2,3,0,0,0,2,1,0,2.56,w
0.3978,0.6667,0.5376,0.7634,0.1935,0.5161,0.6882,0.4624,0.3763,1.086,0.3978,0.828,0.1935,0.3441,0.6882,0.5484,1,0.1613,0.2258,0.914,0.3978,0.6022,0,6,0,2,0,2,0,2,0,0,0,0,0,0.93,g
0.5266,0.4556,0.5237,0.5888,0.3018,0.426,0.6006,0.6568,0.4083,0.6834,0.5207,0.5237,0.4024,0.355,0.5266,0.4527,0.4083,0.2396,0.503,0.7101,0.4882,0.1183,0.3935,3,10,0,1,0,2,0,0,0,0,4,2,3.38,s
0.6019,0.3883,0.6019,0.7379,1.8738,0.2039,0.6893,0.4854,0.4369,0.8252,0.0971,0.7573,0.3495,0.466,0.767,0.2427,0.2816,0.2427,0.4272,0.8447,0.7573,0.1456,0.0971,0,0,0,0,0,0,0,0,0,0,0,0,1.03,z
0.578,0.5367,0.5596,0.6606,0.3349,0.3211,0.7798,0.7523,0.445,0.8991,0.422,0.6239,0.4541,0.4083,0.4771,0.3073,0.445,0.2477,0.5367,0.7477,0.5505,0.1606,0.289,3,4,1,0,0,0,0,0,0,0,2,0,2.18,c
0.8069,0.4669,0.6715,0.6744,0.1787,0.5821,0.4899,0.5591,0.3862,0.5764,0.5187,0.4352,0.3429,0.5648,0.5447,0.513,0.5303,0.5937,0.5706,0.6225,0.536,0.1182,0.3458,6,9,0,0,0,6,0,0,0,1,1,5,3.47,p
0.6755,0.1788,0.5497,0.8013,0.1656,0.3046,0.5099,1.2053,0.8146,0.5166,0.5232,0.5298,0.4172,0.2914,0.755,0.3974,0.5762,0.1589,0.2185,0.6291,0.6358,0.3642,0,7,0,0,0,4,0,1,1,0,0,0,0,1.51,g
0.7782,0.5409,0.2412,0.7276,0.3658,0.3813,0.5759,0.5292,0.6381,0.5097,0.6732,0.4008,0.6654,0.5875,0.8288,0.4591,0.4436,0.463,0.4436,0.6615,0.4903,0.1245,0.3852,5,9,0,1,0,3,0,0,0,3,2,0,2.57,w
0.9894,0.5124,0.4982,0.5406,0.1873,0.4276,0.5618,0.8587,0.2155,0.7385,0.4276,0.5124,0.4912,0.3816,0.4276,0.4912,0.477,0.1519,0.258,0.8163,0.5088,0.1131,0.3781,4,7,0,0,0,2,0,0,0,0,2,2,2.83,s
0.2414,0.6207,0.3563,0.5632,0.1149,0.5632,0.7471,0.6322,0.3218,0.5977,0.5287,0.6782,0.5287,0.6207,0.7816,0.3333,0.3678,0.092,0.7701,0.5287,0.4138,0.5862,0,6,0,2,0,2,0,2,0,0,0,0,0,0.87,l
0.4426,1.2787,0.5246,0.4098,0.0984,0.8852,1.0328,0.2623,0.1967,0.2295,0.6721,1.1475,0.1475,0.3934,0.3607,0.3607,0.2787,0.377,0.0492,0.3279,0.5082,0,0.4918,0,3,0,1,0,0,0,0,0,0,1,0,0.61,c
0.3614,1.3373,0.6506,0.4096,0.0241,0.8313,0.4096,0.2892,0.4699,0.4337,0.4578,0.7229,0.3855,0.3373,1.0241,0.6988,0.5783,0.3494,0.1687,0.2048,0.5663,0,0.4337,0,3,0,1,0,0,0,0,0,0,1,0,0.83,c
0.6485,0.5904,0.3447,0.5222,0.3208,0.4915,0.9044,0.6621,0.372,0.6553,0.5597,0.5904,0.5973,0.6382,0.4778,0.4266,0.4915,0.3515,0.6826,0.6621,0.3618,0,0.6382,0,10,0,3,0,0,0,0,0,0,4,0,2.93,s
0.2353,0.3529,0.5059,0.3765,0.6,0.6824,0.6353,0.5412,0.4118,0.4941,0.5647,0.3294,0.2941,0.4706,0.8353,0.7176,0.6706,0.8118,0.4,0.7294,0.4471,0.5529,0,6,0,1,0,3,0,1,0,0,0,0,0,0.85,g
0.2991,0.8131,0.514,0.4019,0.2336,0.6822,0.7477,0.4486,0.5047,0.3738,0.6262,0.4299,0.215,0.3645,1.0467,0.5981,0.7757,0.4766,0.3084,0.6449,0.514,0.486,0,7,0,1,0,4,0,2,0,0,0,0,0,1.07,g
0.2647,0.2255,0.7843,0.5,0.3333,0.4118,0.2255,0.8431,0.3333,0.6176,0.549,0.3627,0.5392,0.5,0.4902,0.951,0.8725,0.402,0.7059,0.7843,0.5392,0.4608,0,6,0,2,0,2,0,2,1,0,0,0,0,1.02,p
0.4,0.4349,0.4952,0.6381,0.3556,0.4921,0.6698,0.4159,0.5016,0.6476,0.6889,0.7714,0.3302,0.5905,0.6,0.381,0.3333,0.2921,0.5333,0.6349,0.5937,0.0889,0.3175,2,10,0,1,0,1,0,0,0,0,3,1,3.15,p
0.5813,0.5234,0.5895,0.3912,0.2176,0.4518,0.2948,0.4683,0.1267,0.4573,0.3802,0.3664,0.3636,0.5152,0.741,0.573,0.6143,0.2011,0.416,0.5152,0.6694,0.2066,0.124,8,2,2,0,1,1,2,0,0,0,0,0,3.63,i
0.4,0.4059,0.3294,0.5353,0.0529,0.3941,0.5235,0.5706,0.3824,0.6353,0.4706,0.4,0.5176,0.2941,0.4941,0.4,0.3235,0.2882,0.4059,0.6176,0.5294,0.2353,0.2353,3,3,0,0,0,0,0,0,1,1,0,1,1.7,v
0.4771,0.4404,0.2661,0.4495,0.2294,0.3486,0.4771,0.4037,0.2477,0.6239,0.5229,0.4771,0.5046,0.2477,0.5138,0.5321,0.5505,0.1009,0.4404,0.5321,0.5872,0.2477,0.1651,2,2,0,0,0,0,1,0,0,0,1,0,1.09,v
0.4896,0.3021,0.8125,0.7812,0.3646,0.375,0.1771,0.8125,0.6146,0.4271,0.2812,0.5625,0.2396,0.6771,0.375,0.6667,1.1354,0.3854,0.6667,0.8958,0.6771,0.3229,0,4,0,1,0,2,0,1,0,0,0,0,0,0.96,h
0.7244,0.6614,0.2283,0.5354,0.1732,0.3937,0.622,0.7402,0.5906,0.9764,0.7953,0.4724,0.6772,0.4173,0.6142,0.3701,0.6614,0.4646,0.4252,0.7874,0.3465,0.2677,0.3858,3,3,1,1,1,1,1,0,0,0,1,0,1.27,p
0.726,0.3219,0.4178,0.4726,0.2192,0.2671,0.3014,0.637,0.1164,0.8219,0.7329,0.5137,0.4726,0.1918,0.5753,0.4041,0.3767,0.0479,0.1918,0.863,0.5,0.1712,0.3288,3,3,0,0,0,0,0,0,0,1,0,0,1.46,s
0.2877,1.0205,0.5822,0.4315,0.2055,0.4041,0.5068,0.726,0.6712,0.4178,0.5137,0.7945,0.3562,0.6233,0.6164,0.5479,0.4452,0.3151,0.7534,0.4795,0.5822,0.4178,0,11,0,3,0,3,0,3,4,0,0,0,0,1.46,m
0.7407,0.2963,0.2963,1.2222,0.9383,0.4198,1.1852,0.4444,0.284,0.642,0.2593,0.3951,0.1728,0.3827,0.7654,0.2222,0.2222,0.2222,0.4198,0.7037,0.5309,0.2222,0.2469,2,1,0,0,0,1,1,0,0,0,0,0,0.81,z
0.381,0.5429,0.5524,0.8667,0.4095,0.5238,0.9238,0.3048,0.381,0.4571,0.9143,0.7905,0.7905,1.019,0.4381,0.219,0.219,0.4667,0.7333,0.4571,0.3048,0,0.6952,0,4,0,0,0,0,0,0,0,0,2,0,1.05,u
0.3689,0.4951,0.835,0.5437,0.3981,0.5728,0.5825,0.3592,0.6602,0.3689,0.3398,0.4951,0.1942,0.6311,0.8447,0.7087,0.9223,0.8058,0.767,0.5534,0.6893,0.3107,0,4,0,1,0,1,0,1,0,0,0,0,0,1.03,g
0.1765,0.5294,0.598,0.4216,0.3137,0.5392,0.5882,0.402,0.402,0.6275,0.4216,0.6667,0.3235,0.5196,0.7451,0.7059,0.549,0.5882,0.549,0.6667,0.4706,0.4608,0.0686,7,0,0,0,1,0,1,4,0,0,0,0,1.02,g
0.3097,0.4336,0.4867,1,0.0708,0.6814,1.2212,0.2566,0.8407,0.8673,0.7434,0.9646,0.7257,0.8761,0.5133,0.1681,0.2566,0.1327,0.7611,0.5133,0.2212,0,0.7788,0,2,0,1,0,0,0,0,0,0,0,0,1.13,d
0.3295,0.4545,0.7955,0.7727,0.0568,0.3409,0.4659,0.2727,0.5455,0.3864,0.3182,0.4545,0.2841,1.0227,0.7045,0.625,0.4091,0.6477,0.4659,0.5455,0.5114,0.1591,0.3295,0,3,0,0,0,0,0,0,0,0,2,0,0.88,c
0.3023,0.6667,0.5969,0.3333,0.7054,0.5116,0.4961,0.2248,0.4496,0.4651,0.6202,0.7984,0.4961,0.3488,0.3721,0.5271,0.6899,0.2093,0.2946,0.3178,0.3798,0,0.6202,0,4,0,1,0,0,0,0,0,0,1,0,1.29,e
0.8497,0.3266,0.4017,0.7225,0.0896,0.5289,0.526,0.8064,0.1647,0.6301,0.4364,0.6618,0.396,0.4884,0.474,0.3497,0.4364,0.2977,0.5202,0.7139,0.4277,0.1821,0.3902,6,11,0,2,1,3,0,0,1,2,3,1,3.46,x
0.878,0.5244,0.9085,0.7378,0,1.4085,0.5915,0.3659,0.3293,0.3354,0.6707,0.4512,0.6707,0.6037,0.189,0.5976,0.4329,0.378,0.6524,0.2561,0.1524,0,0.8476,0,4,0,1,0,0,0,0,0,0,2,0,1.64,d
0.6825,0.627,0.119,0.6746,0.1825,0.2857,0.5079,0.746,0.7063,0.9762,0.746,0.4762,0.6349,0.4444,0.5079,0.2857,0.6746,0.627,0.5238,0.754,0.3413,0.254,0.4048,3,3,0,1,0,1,1,1,0,0,1,0,1.26,p
0.4337,0.4578,0.5602,1.0361,0.1325,0.5422,0.8916,0.5,0.2229,0.5361,0.4699,0.7711,0.759,0.741,0.3735,0.3373,0.4639,0.1446,0.3313,0.3494,0.4639,0,0.5361,0,8,0,1,0,0,0,0,0,0,6,0,1.66,f
0.6685,0.4348,0.4565,0.7337,0.1467,0.3043,0.6359,0.625,0.3913,0.7772,0.5707,0.5815,0.375,0.288,0.587,0.3478,0.4783,0.2391,0.4457,0.8043,0.6141,0.1467,0.2391,3,2,0,0,0,1,0,0,0,0,0,1,1.84,r
0.7368,0.8263,0.4368,0.5895,0.2105,0.3,0.7,0.6842,0.7316,0.6684,0.7947,0.5,0.7105,0.3158,0.6105,0.3105,0.4158,0.4789,0.4158,0.7737,0.5211,0.1421,0.3368,2,4,0,0,0,0,0,0,1,1,0,1,1.9,s
0.4242,0.5152,0.6162,0.7273,0.3939,0.6768,0.6869,0.4747,0.4141,0.7071,0.3838,0.5253,0.3131,0.3232,0.596,0.6768,0.7071,0.202,0.4646,0.7374,0.4343,0.5657,0,7,0,2,0,2,0,2,1,0,0,0,0,0.99,g
0.6392,0.451,0.4235,0.6353,0.2,0.4275,0.5647,0.5922,0.2118,0.6745,0.6627,0.6196,0.4627,0.5843,0.2863,0.4706,0.3333,0.3176,0.5333,0.4471,0.3333,0.0078,0.6588,0,11,0,4,0,0,0,0,0,0,5,0,2.55,s
0.6979,0.6979,0.1146,0.8438,0.8958,0.4271,0.8958,0.6146,0.2292,0.5417,0.5521,0.2188,0.3229,0.2083,0.6354,0.625,0.5833,0,0.125,0.8958,0.6458,0.25,0.1042,3,1,0,0,1,0,0,0,0,1,0,0,0.96,y
0.4828,0.3736,0.4713,0.8678,0.2126,0.2414,0.6667,0.546,0.4138,0.7874,0.4655,0.5977,0.4253,0.4195,0.8046,0.2701,0.2184,0.1897,0.5172,0.8621,0.546,0.2874,0.1667,6,2,1,0,4,1,1,0,0,0,1,0,1.74,l
0.5,0.4636,0.3864,0.55,0.1955,0.5227,0.6318,0.5818,0.1,0.8227,0.6545,0.5136,0.5455,0.2545,0.2455,0.4318,0.3773,0.0545,0.2091,0.6955,0.4182,0.2955,0.2864,7,5,0,0,3,2,0,0,0,2,1,1,2.2,t
0.16,0.58,0.52,0.58,1.44,0.44,0.8,0.66,1.24,0.34,0.32,0.42,0.3,0.74,0.72,0.52,0.42,0.12,0.9,0.36,0.78,0.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,-
0.3088,0.5853,0.4562,0.7696,0.4055,0.7281,1.1152,0.47,0.3594,0.576,0.6359,0.8295,0.4839,0.5115,0.3502,0.4055,0.3687,0.1567,0.447,0.47,0.4332,0.1521,0.4147,5,8,1,1,1,1,1,0,2,1,3,1,2.17,u
0.5568,0.5909,0.7045,0.5568,0.3409,0.7273,0.7386,0.4886,0.3636,0.5568,0.625,0.5909,0.75,0.7727,0.9886,0.3523,0.4318,0.0455,0.4886,0.5227,0.5341,0.25,0.2159,3,2,1,0,0,0,0,0,0,2,0,0,0.88,z
0.7494,0.6124,0.5039,0.7907,0.1447,0.4651,0.7183,0.7804,0.5375,0.4212,0.6667,0.491,0.4599,0.7804,0.4651,0.2506,0.4574,0.3385,0.5969,0.4393,0.4522,0.0827,0.4651,4,11,0,2,0,4,0,0,0,0,3,3,3.87,p
0.8659,0.3902,0.3049,0.7561,0.2927,0.622,0.5976,0.6585,0.5,0.622,0.5366,1.1951,0.5732,0.2439,0.7439,0.439,0.2073,0.439,0.4634,0.5976,0.5244,0,0.4756,0,3,0,1,0,0,0,0,0,0,1,0,0.82,b
0.2347,0.602,0.4286,0.4898,0.2347,0.7755,0.6531,0.5714,0.3367,0.5,0.5408,0.7857,0.2755,0.5918,0.5816,0.7551,0.449,0.4184,0.551,0.5408,0.5306,0.4694,0,6,0,1,0,2,0,1,1,0,0,0,0,0.98,g
0.32,0.3333,0.7333,0.56,0.36,0.64,0.48,0.7733,0.5467,0.64,0.4933,0.4533,0.24,0.2,0.5867,1.1067,1.0533,0.32,0.2,0.72,0.4533,0.5467,0,4,0,1,0,1,0,0,1,0,0,0,0,0.75,g
0.1064,0.4468,0.7979,0.6064,0.7553,0.5638,0.617,0.3085,0.6915,0.4787,0.2979,0.5,0.3723,0.6383,0.8723,0.6383,0.7872,0.9149,0.9468,0.4043,0.4574,0.5426,0,5,0,1,0,1,0,1,0,0,0,0,0,0.94,g
0.1262,0.534,0.4951,0.5728,0.1456,0.6311,0.6796,0.4078,0.6311,0.5146,0.4951,0.5049,0.4272,0.5049,0.8641,0.7282,0.5437,0.9223,0.6311,0.7184,0.5146,0.4854,0,6,0,1,0,3,0,1,0,0,0,0,0,1.03,g
0.203,0.4211,0.5789,0.4361,0.2632,0.6692,0.797,0.1579,0.3534,0.5113,0.797,0.6992,0.5564,0.4812,0.4211,0.5188,0.594,0.1579,0.3459,0.3759,0.4286,0.0376,0.5338,1,5,0,1,0,1,0,0,0,1,2,0,1.33,e
0.3852,0.4754,0.2049,0.5,0.0738,0.3525,0.5492,0.459,0.1557,0.5656,0.5082,0.4098,0.3197,0.5328,0.5246,0.3852,0.5984,0.3689,0.6803,0.5328,0.6721,0.2541,0.0738,4,0,1,0,1,0,1,0,0,0,0,0,1.22,p
0.3962,0.5377,0.3585,0.5094,0.2516,0.4623,0.6132,0.6541,0.4686,0.6164,0.5849,0.4686,0.434,0.3585,0.3019,0.3365,0.2673,0.3145,0.4151,0.5409,0.5786,0.0597,0.3616,2,8,0,1,0,1,0,0,0,1,3,0,3.18,z
0.3106,0.7197,0.5682,0.5227,0.0606,0.7955,0.6894,0.7121,0.1667,0.5455,0.447,0.553,0.4545,0.197,0.1667,0.3788,0.5227,0.3106,0.3788,0.553,0.4697,0.4621,0.0682,6,1,1,0,3,0,1,0,1,0,0,1,1.32,l
